Date,Price,Open,High,Low,Vol.,Change %
Jun-85,191.85,189.55,191.85,185.03,-,0.0121
May-85,189.55,179.83,189.98,178.35,-,0.0541
Apr-85,179.83,180.66,183.61,177.86,-,-0.0046
Mar-85,180.66,181.18,183.89,176.53,-,-0.0029
Feb-85,181.18,179.63,183.95,177.75,-,0.0086
Jan-85,179.63,167.20,180.27,163.36,-,0.0741
Dec-84,167.24,163.58,169.03,161.54,-,0.0224
Nov-84,163.58,166.09,170.41,162.99,-,-0.0151
Oct-84,166.09,166.10,169.62,160.02,-,-0.0001
Sep-84,166.10,166.68,169.65,163.06,-,-0.0035
Aug-84,166.68,150.66,168.80,150.66,-,0.1063
Jul-84,150.66,153.16,153.87,147.26,-,-0.0165
Jun-84,153.18,150.55,155.64,148.53,-,0.0175
May-84,150.55,160.05,162.11,148.68,-,-0.0594
Apr-84,160.05,159.18,160.69,154.12,-,0.0055
Mar-84,159.18,157.06,160.46,153.77,-,0.0135
Feb-84,157.06,163.41,164.00,152.13,-,-0.0389
Jan-84,163.41,164.93,169.54,162.03,-,-0.0092
Dec-83,164.93,166.37,166.77,161.58,-,-0.0088
Nov-83,166.40,163.55,168.07,161.63,-,0.0174
Oct-83,163.55,165.99,172.65,162.86,-,-0.0152
Sep-83,166.07,164.40,170.41,163.95,-,0.0102
Aug-83,164.40,162.34,165.91,158.50,-,0.0113
Jul-83,162.56,168.11,170.72,161.50,-,-0.0303
Jun-83,167.64,162.38,171.60,160.80,-,0.0323
May-83,162.39,164.41,166.99,160.29,-,-0.0124
Apr-83,164.43,152.92,164.43,150.17,-,0.0750
Mar-83,152.96,148.07,155.02,148.07,-,0.0331
Feb-83,148.06,145.29,150.88,141.90,-,0.0190
Jan-83,145.30,140.65,148.36,138.08,-,0.0331
Dec-82,140.64,138.56,143.68,134.79,-,0.0152
Nov-82,138.53,133.72,144.36,132.89,-,0.0360
Oct-82,133.72,120.40,140.40,120.15,-,0.1104
Sep-82,120.42,119.52,126.43,117.84,-,0.0076
Aug-82,119.51,107.71,120.26,102.20,-,0.1160
Jul-82,107.09,109.52,112.39,105.57,-,-0.0230
Jun-82,109.61,111.97,112.48,107.01,-,-0.0203
May-82,111.88,115.96,119.92,111.66,-,-0.0392
Apr-82,116.44,111.96,119.33,111.48,-,0.0400
Mar-82,111.96,113.11,114.80,104.46,-,-0.0102
Feb-82,113.11,119.81,119.81,110.03,-,-0.0605
Jan-82,120.40,122.55,123.72,113.63,-,-0.0175
Dec-81,122.55,126.35,127.32,121.04,-,-0.0301
Nov-81,126.35,122.35,126.97,119.13,-,0.0366
Oct-81,121.89,116.18,123.28,115.00,-,0.0491
Sep-81,116.18,122.79,124.58,110.19,-,-0.0538
Aug-81,122.79,130.92,135.18,122.29,-,-0.0621
Jul-81,130.92,130.01,131.78,125.96,-,-0.0022
Jun-81,131.21,132.59,135.67,128.77,-,-0.0104
May-81,132.59,132.81,134.92,128.78,-,-0.0017
Apr-81,132.81,136.00,137.72,131.58,-,-0.0235
Mar-81,136.00,131.27,138.38,128.56,-,0.0360
Feb-81,131.27,129.48,132.02,124.66,-,0.0133
Jan-81,129.55,135.76,140.32,128.57,-,-0.0457
Dec-80,135.76,140.52,140.66,125.32,-,-0.0339
Nov-80,140.52,127.47,141.96,127.23,-,0.1024
Oct-80,127.47,125.46,135.88,124.66,-,0.0160
Sep-80,125.46,122.38,132.17,121.79,-,0.0252
Aug-80,122.38,121.67,127.78,119.42,-,0.0058
Jul-80,121.67,114.24,123.93,113.54,-,0.0650
Jun-80,114.24,111.24,117.98,109.77,-,0.0270
May-80,111.24,106.29,112.72,103.50,-,0.0466
Apr-80,106.29,102.09,106.79,98.95,-,0.0411
Mar-80,102.09,113.66,114.34,94.23,-,-0.1018
Feb-80,113.66,114.16,120.22,111.33,-,-0.0044
Jan-80,114.16,107.94,117.17,103.26,-,0.0576
Dec-79,107.94,106.16,110.33,105.07,-,0.0168
Nov-79,106.16,101.82,107.89,99.42,-,0.0426
Oct-79,101.82,109.19,112.16,99.06,-,-0.0686
Sep-79,109.32,109.32,111.58,105.38,-,0.0000
Aug-79,109.32,103.81,109.84,103.14,-,0.0531
Jul-79,103.81,102.91,105.17,100.35,-,0.0087
Jun-79,102.91,99.08,103.67,98.57,-,0.0387
May-79,99.08,101.76,102.57,97.49,-,-0.0263
Apr-79,101.76,101.56,103.95,100.14,-,0.0017
Mar-79,101.59,96.28,103.31,95.98,-,0.0552
Feb-79,96.28,99.93,100.52,95.38,-,-0.0365
Jan-79,99.93,96.11,102.59,95.22,-,0.0397
Dec-78,96.11,95.01,98.58,92.64,-,0.0149
Nov-78,94.70,94.13,97.41,91.77,-,0.0166
Oct-78,93.15,102.54,106.23,91.65,-,-0.0916
Sep-78,102.54,103.29,108.05,100.66,-,-0.0073
Aug-78,103.29,100.68,106.27,99.95,-,0.0259
Jul-78,100.68,95.53,101.18,93.59,-,0.0539
Jun-78,95.53,97.24,101.84,93.99,-,-0.0176
May-78,97.24,96.83,100.32,94.57,-,0.0042
Apr-78,96.83,89.20,97.91,88.07,-,0.0854
Mar-78,89.21,87.04,91.35,86.45,-,0.0249
Feb-78,87.04,89.25,91.32,86.58,-,-0.0248
Jan-78,89.25,95.10,95.15,88.02,-,-0.0615
Dec-77,95.10,94.83,95.67,91.76,-,0.0028
Nov-77,94.83,92.19,97.11,90.01,-,0.0270
Oct-77,92.34,96.53,97.27,90.20,-,-0.0434
Sep-77,96.53,96.77,98.43,94.44,-,-0.0025
Aug-77,96.77,98.85,99.84,95.04,-,-0.0210
Jul-77,98.85,100.48,102.57,97.71,-,-0.0162
Jun-77,100.48,96.12,101.65,95.89,-,0.0454
May-77,96.12,98.44,100.93,95.52,-,-0.0236
Apr-77,98.44,98.42,102.07,96.53,-,0.0002
Mar-77,98.42,99.82,102.70,97.80,-,-0.0140
Feb-77,99.82,102.03,103.32,98.82,-,-0.0217
Jan-77,102.03,107.46,107.97,100.91,-,-0.0505
Dec-76,107.46,102.10,107.82,101.62,-,0.0525
Nov-76,102.10,102.90,103.78,98.18,-,-0.0078
Oct-76,102.90,105.24,105.75,99.21,-,-0.0222
Sep-76,105.24,102.91,108.72,102.60,-,0.0226
Aug-76,102.91,103.44,105.41,100.43,-,-0.0051
Jul-76,103.44,104.28,106.78,102.31,-,-0.0081
Jun-76,104.28,100.18,105.07,97.97,-,0.0409
May-76,100.18,101.64,103.99,98.26,-,-0.0144
Apr-76,101.64,102.77,104.63,99.57,-,-0.0110
Mar-76,102.77,99.71,104.39,98.23,-,0.0307
Feb-76,99.71,100.86,103.07,98.50,-,-0.0114
Jan-76,100.86,100.11,101.99,89.81,-,0.1183
Dec-75,90.19,91.24,91.90,86.15,-,-0.0115
Nov-75,91.24,89.04,92.33,87.63,-,0.0247
Oct-75,89.04,83.87,91.75,82.57,-,0.0616
Sep-75,83.87,86.88,87.42,81.57,-,-0.0346
Aug-75,86.88,88.75,89.04,82.21,-,-0.0211
Jul-75,88.75,95.19,96.58,87.68,-,-0.0677
Jun-75,95.19,91.32,95.85,89.30,-,0.0443
May-75,91.15,87.30,93.51,86.94,-,0.0441
Apr-75,87.30,83.36,88.79,79.66,-,0.0473
Mar-75,83.36,81.59,87.08,80.08,-,0.0217
Feb-75,81.59,76.98,83.56,76.00,-,0.0599
Jan-75,76.98,68.65,78.69,68.65,-,0.1228
Dec-74,68.56,69.80,69.80,64.13,-,-0.0202
Nov-74,69.97,73.90,77.41,66.85,-,-0.0532
Oct-74,73.90,63.54,75.90,60.96,-,0.1630
Sep-74,63.54,72.15,73.01,62.52,-,-0.1193
Aug-74,72.15,79.31,83.53,69.37,-,-0.0903
Jul-74,79.31,86.00,86.89,78.96,-,-0.0778
Jun-74,86.00,87.28,93.76,85.13,-,-0.0147
May-74,87.28,90.31,93.59,85.87,-,-0.0336
Apr-74,90.31,93.98,95.42,88.62,-,-0.0391
Mar-74,93.98,96.22,101.05,93.44,-,-0.0233
Feb-74,96.22,96.57,97.43,89.53,-,-0.0036
Jan-74,96.57,97.55,100.94,91.62,-,-0.0100
Dec-73,97.55,95.83,99.09,91.05,-,0.0166
Nov-73,95.96,108.29,109.20,94.88,-,-0.1139
Oct-73,108.29,108.43,112.82,107.08,-,-0.0013
Sep-73,108.43,104.25,110.45,102.13,-,0.0401
Aug-73,104.25,108.17,108.17,99.74,-,-0.0367
Jul-73,108.22,104.10,111.04,100.44,-,0.0380
Jun-73,104.26,104.95,109.52,101.45,-,-0.0066
May-73,104.95,106.97,112.25,101.36,-,-0.0189
Apr-73,106.97,111.52,113.65,105.44,-,-0.0408
Mar-73,111.52,111.68,115.61,107.41,-,-0.0014
Feb-73,111.68,116.03,118.98,109.80,-,-0.0375
Jan-73,116.03,118.06,121.74,114.97,-,-0.0171
Dec-72,118.05,116.67,119.79,114.63,-,0.0118
Nov-72,116.67,111.58,117.91,111.32,-,0.0456
Oct-72,111.58,110.55,112.26,106.27,-,0.0093
Sep-72,110.55,111.09,112.12,107.35,-,-0.0049
Aug-72,111.09,107.39,113.45,107.06,-,0.0345
Jul-72,107.39,107.14,110.27,104.43,-,0.0023
Jun-72,107.14,109.53,110.51,105.94,-,-0.0218
May-72,109.53,107.67,111.48,103.83,-,0.0173
Apr-72,107.67,107.20,111.11,106.18,-,0.0044
Mar-72,107.20,106.57,109.75,105.86,-,0.0059
Feb-72,106.57,103.94,107.16,103.10,-,0.0253
Jan-72,103.94,102.09,105.00,100.87,-,0.0181
Dec-71,102.09,93.99,102.21,93.95,-,0.0862
Nov-71,93.99,94.23,96.08,89.34,-,-0.0025
Oct-71,94.23,98.34,100.96,92.96,-,-0.0418
Sep-71,98.34,99.03,102.25,96.97,-,-0.0070
Aug-71,99.03,95.58,101.51,92.81,-,0.0361
Jul-71,95.58,99.16,101.52,95.08,-,-0.0316
Jun-71,98.70,99.63,102.07,96.92,-,-0.0093
May-71,99.63,103.95,104.42,98.68,-,-0.0416
Apr-71,103.95,100.31,105.60,99.63,-,0.0363
Mar-71,100.31,96.75,102.03,96.11,-,0.0368
Feb-71,96.75,95.88,99.59,94.92,-,0.0091
Jan-71,95.88,92.15,96.49,90.64,-,0.0405
Dec-70,92.15,87.20,92.99,86.11,-,0.0568
Nov-70,87.20,83.25,87.60,82.23,-,0.0474
Oct-70,83.25,84.30,87.75,82.29,-,-0.0125
Sep-70,84.30,81.52,84.99,79.95,-,0.0341
Aug-70,81.52,78.05,82.47,74.13,-,0.0445
Jul-70,78.05,78.07,79.03,70.69,-,0.0733
Jun-70,72.72,76.55,79.96,72.25,-,-0.0500
May-70,76.55,81.52,82.32,68.61,-,-0.0610
Apr-70,81.52,89.63,90.70,79.31,-,-0.0905
Mar-70,89.63,89.50,91.07,86.19,-,0.0015
Feb-70,89.50,85.02,90.33,84.64,-,0.0527
